Monterosso / Монтероссо;https://www.restoran.ru/msk/detailed/restaurants/monterosso/
Moon в Красногорске;https://www.restoran.ru/msk/detailed/restaurants/moon/
Mr Sushini / Мистер Сушини;https://www.restoran.ru/msk/detailed/restaurants/mr_sushini/
Mr. Help & Friends / Мистер Хэлп энд Френдс;https://www.restoran.ru/msk/detailed/restaurants/Helpbar/
Mr. Ливанец;https://www.restoran.ru/msk/detailed/restaurants/MrLivanets/
MTI-ELI / МТИ-ЕЛИ;https://www.restoran.ru/msk/detailed/restaurants/mti-eli/
Mul In Rouge / Мул Ин Руж;https://www.restoran.ru/msk/detailed/restaurants/mul-in-rouge/
Mushrooms / Машрумз;https://www.restoran.ru/msk/detailed/restaurants/mushrooms/
Mziuri / Мзиури;https://www.restoran.ru/msk/detailed/restaurants/mziuri/
Nagasaki / Нагасаки;https://www.restoran.ru/msk/detailed/restaurants/nagasaki/
NAR на Арбате;https://www.restoran.ru/msk/detailed/restaurants/nar/
Native Speakers Cafe / Нэйтив спикерс кафе;https://www.restoran.ru/msk/detailed/restaurants/native-speakers-cafe/
